                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.0104,                 1.1365,                 1.0843,                0.95406,                0.81431,                0.88646,                0.69934,                0.92717,                0.86907,                 1.0008,               4.55e-06,               4.55e-06,               4.55e-06
                      2,                0.96893,                 1.0651,                 1.0801,                0.92353,                0.87691,                0.92208,                0.73259,                0.90145,                0.82906,                0.98906,             1.3515e-05,             1.3515e-05,             1.3515e-05
                      3,                0.89161,                 0.9023,                 1.0598,                0.96288,                0.87496,                0.92401,                0.73995,                0.85212,                0.77458,                0.96596,               2.23e-05,               2.23e-05,               2.23e-05
                      4,                 1.0055,                 1.0264,                 1.0682,                0.97092,                0.91215,                0.92921,                0.75302,                0.80417,                0.72814,                0.94736,             3.0904e-05,             3.0904e-05,             3.0904e-05
                      5,                0.95893,                 1.0208,                 1.0845,                0.97191,                0.89986,                0.93731,                0.77987,                0.75729,                0.69073,                0.93067,             3.9328e-05,             3.9328e-05,             3.9328e-05
                      6,                0.90351,                  1.039,                 1.0861,                 0.9498,                0.90833,                 0.9487,                  0.794,                0.73115,                0.65828,                0.92335,             4.7573e-05,             4.7573e-05,             4.7573e-05
                      7,                0.83427,                0.96804,                 1.0305,                0.95718,                0.91395,                0.95929,                0.80477,                0.71538,                0.63079,                0.91806,             5.5636e-05,             5.5636e-05,             5.5636e-05
                      8,                0.97962,                 1.0287,                 1.1163,                 0.9645,                0.91667,                0.95929,                0.80077,                0.70556,                0.61207,                0.91622,              6.352e-05,              6.352e-05,              6.352e-05
                      9,                0.93235,                 1.0148,                  1.094,                0.96811,                0.91667,                0.95333,                0.79822,                0.69261,                0.59115,                0.91329,             7.1224e-05,             7.1224e-05,             7.1224e-05
                     10,                0.91855,                0.96675,                 1.0977,                0.97321,                0.91667,                0.96722,                0.80616,                0.67939,                0.58126,                0.91023,             7.8747e-05,             7.8747e-05,             7.8747e-05
                     11,                0.96149,                0.95268,                 1.0824,                 0.9751,                0.91667,                0.96722,                0.82419,                0.67662,                0.56809,                0.90822,             8.6091e-05,             8.6091e-05,             8.6091e-05
                     12,                0.99099,                 1.0666,                 1.1159,                0.97649,                0.91667,                0.97833,                0.83284,                0.67838,                0.56783,                 0.9088,             9.3254e-05,             9.3254e-05,             9.3254e-05
                     13,                0.81018,                0.82656,                 1.0576,                0.97835,                0.91534,                0.97833,                0.81663,                0.67874,                0.56575,                0.90839,             0.00010024,             0.00010024,             0.00010024
                     14,                0.82649,                0.90587,                 1.0504,                0.97774,                0.91255,                0.97833,                0.83481,                0.67824,                0.56079,                0.90734,             0.00010704,             0.00010704,             0.00010704
                     15,                0.89509,                0.89499,                  1.054,                0.96382,                0.99306,                  0.995,                0.84443,                0.67121,                0.56188,                0.90424,             0.00011366,             0.00011366,             0.00011366
                     16,                0.83951,                0.87267,                 1.0175,                 0.9686,                0.99261,                  0.995,                0.84569,                0.67357,                0.55567,                0.90332,              0.0001201,              0.0001201,              0.0001201
                     17,                 1.0221,                  1.054,                  1.107,                0.97271,                0.99248,                  0.995,                0.84752,                0.67812,                0.55632,                 0.9031,             0.00012637,             0.00012637,             0.00012637
                     18,                0.91844,                0.94275,                 1.0838,                0.97268,                0.99248,                  0.995,                0.84265,                0.68451,                0.55743,                0.90284,             0.00013245,             0.00013245,             0.00013245
                     19,                0.89908,                0.97686,                 1.1033,                0.97124,                0.99286,                  0.995,                0.84166,                 0.6907,                0.55644,                 0.9024,             0.00013835,             0.00013835,             0.00013835
                     20,                0.87329,                0.98914,                 1.0784,                0.96613,                0.99309,                  0.995,                 0.8179,                0.70272,                0.55815,                0.90437,             0.00014407,             0.00014407,             0.00014407
                     21,                0.88649,                 1.0217,                 1.1002,                0.95835,                0.99306,                  0.995,                 0.8125,                0.71222,                0.56047,                0.90631,             0.00014961,             0.00014961,             0.00014961
                     22,                0.90446,                 1.0079,                 1.0668,                0.95546,                0.99342,                  0.995,                0.81873,                0.68909,                0.55938,                0.90117,             0.00015497,             0.00015497,             0.00015497
                     23,                0.97078,                 1.0335,                 1.0898,                 0.9523,                0.99346,                  0.995,                0.83487,                0.67429,                0.55658,                0.89734,             0.00016016,             0.00016016,             0.00016016
                     24,                0.98315,                0.94384,                 1.0336,                0.94867,                0.99293,                  0.995,                0.84655,                0.64767,                0.55285,                0.89304,             0.00016516,             0.00016516,             0.00016516
                     25,                0.75992,                0.81301,                 1.0481,                0.94725,                0.99253,                  0.995,                0.85019,                0.62124,                0.55114,                0.88784,             0.00016998,             0.00016998,             0.00016998
                     26,                0.78403,                0.82847,                 1.0052,                0.94745,                0.99263,                  0.995,                0.85336,                0.58848,                0.55019,                0.88217,             0.00017462,             0.00017462,             0.00017462
                     27,                0.77193,                0.87623,                 1.0075,                0.90465,                0.99046,                  0.995,                0.86889,                0.56592,                0.54778,                0.87938,             0.00017908,             0.00017908,             0.00017908
                     28,                 0.9515,                 1.0267,                 1.1244,                0.90549,                0.98966,                  0.995,                0.86661,                0.55932,                0.55372,                0.87976,             0.00018336,             0.00018336,             0.00018336
                     29,                0.87849,                 0.9151,                 1.0614,                0.94962,                0.95379,                  0.995,                0.86476,                 0.5581,                0.54614,                0.88266,             0.00018746,             0.00018746,             0.00018746
                     30,                 0.8259,                0.84651,                 1.0147,                0.94873,                0.97461,                  0.995,                 0.8618,                0.56913,                0.53689,                0.88666,             0.00019138,             0.00019138,             0.00019138
                     31,                0.84095,                0.88299,                 1.0513,                0.94927,                0.99498,                  0.995,                0.86095,                0.58951,                0.52826,                0.89202,             0.00019512,             0.00019512,             0.00019512
                     32,                0.83512,                0.86545,                  1.015,                 0.9538,                0.99739,                  0.995,                0.85832,                0.59843,                0.52864,                0.89301,             0.00019868,             0.00019868,             0.00019868
                     33,                0.87158,                 1.0185,                 1.0395,                0.95498,                      1,                  0.995,                0.86986,                0.60057,                0.53105,                0.89265,             0.00020206,             0.00020206,             0.00020206
                     34,                0.79465,                0.77541,                 1.0162,                0.95425,                      1,                  0.995,                0.86753,                0.59535,                0.53334,                0.89008,             0.00020526,             0.00020526,             0.00020526
                     35,                 0.8002,                0.89058,                0.98216,                0.95327,                0.99988,                  0.995,                0.86814,                0.59827,                0.54947,                0.88815,             0.00020827,             0.00020827,             0.00020827
                     36,                0.84701,                0.95548,                 1.0572,                0.95867,                      1,                  0.995,                0.86111,                0.61694,                0.55702,                0.88916,             0.00021111,             0.00021111,             0.00021111
                     37,                0.81099,                0.86296,                 1.0037,                0.95867,                      1,                  0.995,                0.86111,                0.61694,                0.55702,                0.88916,             0.00021377,             0.00021377,             0.00021377
                     38,                0.76442,                0.84325,                 1.0027,                0.96637,                0.99979,                  0.995,                0.85958,                0.64585,                0.57577,                0.89511,             0.00021625,             0.00021625,             0.00021625
                     39,                0.82491,                0.88657,                  1.032,                0.98113,                      1,                  0.995,                0.85649,                0.65479,                0.58609,                0.89747,             0.00021855,             0.00021855,             0.00021855
                     40,                0.83245,                0.86811,                 1.0334,                0.98113,                      1,                  0.995,                0.85649,                0.65479,                0.58609,                0.89747,             0.00022067,             0.00022067,             0.00022067
                     41,                0.79316,                0.85827,                 1.0273,                 0.9917,                0.99659,                  0.995,                0.85862,                0.64761,                0.59828,                0.89611,              0.0002226,              0.0002226,              0.0002226
                     42,                0.90457,                0.90985,                 1.0525,                0.99302,                      1,                  0.995,                0.85801,                0.64861,                0.58269,                0.89671,             0.00022436,             0.00022436,             0.00022436
                     43,                0.89764,                0.95246,                  1.079,                0.99302,                      1,                  0.995,                0.85801,                0.64861,                0.58269,                0.89671,             0.00022594,             0.00022594,             0.00022594
                     44,                0.75651,                0.89174,                0.97413,                0.99205,                0.99413,                  0.995,                0.86407,                0.62563,                0.59708,                0.88971,             0.00022734,             0.00022734,             0.00022734
                     45,                0.76585,                0.82164,                  1.009,                0.98764,                0.98944,                  0.995,                0.86665,                0.59847,                0.58108,                0.88139,             0.00022855,             0.00022855,             0.00022855
                     46,                 0.6689,                0.90113,                0.95316,                0.98764,                0.98944,                  0.995,                0.86665,                0.59847,                0.58108,                0.88139,             0.00022959,             0.00022959,             0.00022959
                     47,                0.73613,                0.84697,                0.98934,                0.99268,                0.98718,                  0.995,                0.87097,                0.57448,                0.54208,                0.87577,             0.00023045,             0.00023045,             0.00023045
                     48,                0.77462,                0.81102,                0.98882,                0.99154,                0.99445,                  0.995,                0.86366,                0.56998,                0.51074,                0.87443,             0.00023112,             0.00023112,             0.00023112
                     49,                0.84347,                0.84102,                 1.0803,                0.99154,                0.99445,                  0.995,                0.86366,                0.56998,                0.51074,                0.87443,             0.00023162,             0.00023162,             0.00023162
                     50,                0.87549,                 0.8829,                 1.0729,                0.98854,                      1,                  0.995,                0.87073,                0.56723,                0.48819,                0.87303,             0.00023194,             0.00023194,             0.00023194
                     51,                0.79163,                0.84624,                  1.026,                 0.9799,                      1,                  0.995,                0.86573,                0.56915,                 0.4707,                0.87122,             0.00022978,             0.00022978,             0.00022978
                     52,                0.84127,                0.86221,                0.99304,                 0.9799,                      1,                  0.995,                0.86573,                0.56915,                 0.4707,                0.87122,             0.00022978,             0.00022978,             0.00022978
                     53,                0.71789,                0.79749,                0.98726,                0.97992,                      1,                  0.995,                0.84893,                0.58211,                0.46982,                0.87144,             0.00022527,             0.00022527,             0.00022527
                     54,                0.86978,                0.95593,                  1.037,                0.98381,                      1,                  0.995,                 0.8512,                0.59794,                0.47623,                0.87296,             0.00022077,             0.00022077,             0.00022077
                     55,                0.92283,                 0.9286,                 1.1062,                0.98381,                      1,                  0.995,                 0.8512,                0.59794,                0.47623,                0.87296,             0.00021626,             0.00021626,             0.00021626
                     56,                0.90071,                0.93496,                 1.0359,                0.98756,                      1,                  0.995,                0.85083,                0.60745,                0.47738,                0.87506,             0.00021176,             0.00021176,             0.00021176
                     57,                0.72133,                0.74006,                0.95723,                0.98851,                      1,                  0.995,                0.85553,                0.61381,                0.48662,                0.87657,             0.00020725,             0.00020725,             0.00020725
                     58,                0.85628,                0.90074,                 1.0411,                0.98851,                      1,                  0.995,                0.85553,                0.61381,                0.48662,                0.87657,             0.00020275,             0.00020275,             0.00020275
                     59,                0.75447,                0.83609,                0.99052,                0.98754,                      1,                  0.995,                0.85259,                 0.6157,                0.48703,                0.87689,             0.00019824,             0.00019824,             0.00019824
                     60,                0.68808,                 0.7515,                0.93367,                0.98694,                      1,                  0.995,                0.85619,                0.61293,                 0.4903,                0.87505,             0.00019374,             0.00019374,             0.00019374
                     61,                0.86546,                0.82873,                 1.0462,                0.98694,                      1,                  0.995,                0.85619,                0.61293,                 0.4903,                0.87505,             0.00018923,             0.00018923,             0.00018923
                     62,                0.78462,                0.76345,                0.98764,                 0.9895,                      1,                  0.995,                  0.851,                0.61005,                0.48471,                 0.8735,             0.00018473,             0.00018473,             0.00018473
                     63,                0.78945,                0.78732,                 1.0025,                0.99119,                      1,                  0.995,                0.85283,                0.59942,                 0.4745,                0.86851,             0.00018023,             0.00018023,             0.00018023
                     64,                0.89403,                0.89917,                  1.032,                0.99119,                      1,                  0.995,                0.85283,                0.59942,                 0.4745,                0.86851,             0.00017572,             0.00017572,             0.00017572
                     65,                0.84268,                0.80981,                 1.0665,                 0.9915,                      1,                  0.995,                0.85187,                 0.5864,                0.45736,                0.86451,             0.00017122,             0.00017122,             0.00017122
                     66,                0.77599,                0.83121,                0.98794,                0.99198,                      1,                  0.995,                0.85757,                0.56461,                0.44456,                0.85929,             0.00016671,             0.00016671,             0.00016671
                     67,                0.83224,                0.83053,                0.98213,                0.99198,                      1,                  0.995,                0.85757,                0.56461,                0.44456,                0.85929,             0.00016221,             0.00016221,             0.00016221
                     68,                0.83066,                0.81013,                0.98041,                0.99267,                      1,                  0.995,                0.87962,                0.55172,                0.43662,                0.85804,              0.0001577,              0.0001577,              0.0001577
                     69,                0.63988,                0.76854,                0.97863,                0.99293,                      1,                  0.995,                0.86917,                0.54695,                0.42931,                0.85848,              0.0001532,              0.0001532,              0.0001532
                     70,                0.90307,                0.90863,                 1.0562,                0.99293,                      1,                  0.995,                0.86917,                0.54695,                0.42931,                0.85848,             0.00014869,             0.00014869,             0.00014869
                     71,                0.72562,                0.78592,                0.99392,                0.99027,                      1,                  0.995,                0.87344,                0.55266,                0.42867,                0.86035,             0.00014419,             0.00014419,             0.00014419
                     72,                0.79853,                0.87988,                 1.0363,                0.98733,                      1,                  0.995,                0.87342,                0.55787,                0.43762,                0.86248,             0.00013969,             0.00013969,             0.00013969
                     73,                0.99735,                 1.0533,                 1.1101,                0.98733,                      1,                  0.995,                0.87342,                0.55787,                0.43762,                0.86248,             0.00013518,             0.00013518,             0.00013518
                     74,                0.83908,                0.81345,                 1.0006,                0.98604,                      1,                  0.995,                0.87581,                0.56126,                0.44297,                0.86452,             0.00013068,             0.00013068,             0.00013068
                     75,                0.72669,                0.78038,                0.94007,                0.98702,                      1,                  0.995,                0.89128,                0.55597,                0.44659,                0.86372,             0.00012617,             0.00012617,             0.00012617
                     76,                0.84573,                0.83751,                 1.0198,                0.98702,                      1,                  0.995,                0.89128,                0.55597,                0.44659,                0.86372,             0.00012167,             0.00012167,             0.00012167
                     77,                0.75964,                0.80229,                0.98804,                0.98456,                      1,                  0.995,                0.89336,                0.55199,                0.44875,                0.86374,             0.00011716,             0.00011716,             0.00011716
                     78,                0.67782,                0.75101,                0.97628,                0.98213,                      1,                  0.995,                0.86898,                0.54966,                0.45103,                0.86438,             0.00011266,             0.00011266,             0.00011266
                     79,                0.80415,                0.77054,                 1.0079,                0.98213,                      1,                  0.995,                0.86898,                0.54966,                0.45103,                0.86438,             0.00010815,             0.00010815,             0.00010815
                     80,                0.67976,                0.75028,                0.95283,                0.97968,                      1,                  0.995,                0.86686,                0.55244,                0.44864,                0.86609,             0.00010365,             0.00010365,             0.00010365
                     81,                0.75173,                0.82915,                0.99632,                0.97629,                      1,                  0.995,                0.85788,                 0.5606,                0.44465,                0.86776,             9.9144e-05,             9.9144e-05,             9.9144e-05
                     82,                0.81813,                0.79889,                 0.9941,                0.97629,                      1,                  0.995,                0.85788,                 0.5606,                0.44465,                0.86776,              9.464e-05,              9.464e-05,              9.464e-05
                     83,                0.71446,                0.76311,                0.96058,                0.97406,                      1,                  0.995,                0.85532,                0.57463,                0.44642,                0.87023,             9.0135e-05,             9.0135e-05,             9.0135e-05
                     84,                0.62062,                0.74148,                0.92424,                0.97481,                      1,                  0.995,                0.85529,                0.58225,                0.44351,                0.87059,             8.5631e-05,             8.5631e-05,             8.5631e-05
                     85,                0.77182,                 0.7848,                 1.0027,                0.97481,                      1,                  0.995,                0.85529,                0.58225,                0.44351,                0.87059,             8.1127e-05,             8.1127e-05,             8.1127e-05
                     86,                0.71182,                0.78171,                0.97529,                0.97564,                      1,                  0.995,                0.86025,                0.58715,                0.44245,                0.87047,             7.6622e-05,             7.6622e-05,             7.6622e-05
                     87,                0.76592,                0.77671,                0.99961,                0.97572,                      1,                  0.995,                0.86027,                0.58773,                0.43999,                0.86955,             7.2118e-05,             7.2118e-05,             7.2118e-05
                     88,                0.82004,                0.82722,                 1.0659,                0.97572,                      1,                  0.995,                0.86027,                0.58773,                0.43999,                0.86955,             6.7613e-05,             6.7613e-05,             6.7613e-05
                     89,                0.74853,                0.78032,                0.95806,                0.97894,                      1,                  0.995,                0.86029,                0.58102,                0.44064,                0.86723,             6.3109e-05,             6.3109e-05,             6.3109e-05
                     90,                0.58184,                0.65431,                0.92345,                0.98339,                      1,                  0.995,                0.86511,                0.57472,                0.43917,                0.86512,             5.8604e-05,             5.8604e-05,             5.8604e-05
                     91,                0.53518,                0.78058,                0.90873,                0.98339,                      1,                  0.995,                0.86511,                0.57472,                0.43917,                0.86512,             5.4099e-05,             5.4099e-05,             5.4099e-05
                     92,                0.64985,                0.83358,                0.91097,                0.98646,                      1,                  0.995,                0.86513,                0.56974,                0.43436,                0.86432,             4.9595e-05,             4.9595e-05,             4.9595e-05
                     93,                0.63094,                0.96134,                0.88886,                0.98696,                      1,                  0.995,                0.86462,                0.56545,                0.43695,                0.86386,              4.509e-05,              4.509e-05,              4.509e-05
                     94,                0.64965,                0.87547,                0.92058,                0.98696,                      1,                  0.995,                0.86462,                0.56545,                0.43695,                0.86386,             4.0586e-05,             4.0586e-05,             4.0586e-05
                     95,                0.56948,                0.76398,                0.86081,                0.98715,                      1,                  0.995,                0.85797,                0.56234,                0.43249,                0.86324,             3.6081e-05,             3.6081e-05,             3.6081e-05
                     96,                0.55875,                0.82556,                0.92063,                0.98741,                      1,                  0.995,                0.86101,                0.55634,                0.43239,                0.86197,             3.1577e-05,             3.1577e-05,             3.1577e-05
                     97,                0.69154,                0.84203,                0.90317,                0.98741,                      1,                  0.995,                0.86101,                0.55634,                0.43239,                0.86197,             2.7073e-05,             2.7073e-05,             2.7073e-05
                     98,                0.63097,                0.76847,                0.90154,                0.98866,                      1,                  0.995,                   0.86,                0.55291,                0.43518,                0.86096,             2.2568e-05,             2.2568e-05,             2.2568e-05
                     99,                0.53315,                0.73316,                0.90718,                0.98882,                      1,                  0.995,                0.86051,                0.54907,                0.43377,                 0.8598,             1.8064e-05,             1.8064e-05,             1.8064e-05
                    100,                0.70061,                0.82657,                0.94284,                0.98882,                      1,                  0.995,                0.86051,                0.54907,                0.43377,                 0.8598,             1.3559e-05,             1.3559e-05,             1.3559e-05
